route_id,day_type,hour_bucket,score_1_to_5,pct_on_time,avg_delay_minutes,delay_stddev_minutes,cancellation_rate,sample_size,last_updated
3 S8 a,weekday,evening,3.5,83.4,1.63,3.72,0.0,416,2026-07-02 18:20:24.428456
3 161 d a,weekday,pm_peak,,100.0,-0.65,1.0,0.0,7,2026-07-02 18:20:24.428456
3 W2 a,weekday,pm_peak,4.5,100.0,-2.07,2.99,0.0,61,2026-07-02 18:20:24.428456
3 W2 a,weekday,evening,4.5,100.0,-1.22,2.97,0.0,242,2026-07-02 18:20:24.428456
3 W6 a,weekday,evening,1.0,34.2,7.74,5.71,0.0,313,2026-07-02 18:20:24.428456
3 270 d b,weekday,evening,1.0,40.9,9.97,9.33,0.0,44,2026-07-02 18:20:24.428456
3 73 a,weekday,pm_peak,4.0,92.3,-3.01,6.18,0.0,155,2026-07-02 18:20:24.428456
WFRD W5 b c,weekday,pm_peak,1.5,51.9,5.36,4.1,0.0,632,2026-07-02 18:20:24.428456
03C 126 e a,weekday,evening,1.0,59.2,5.56,6.67,0.0,326,2026-07-02 18:20:24.428456
03C 120 e a,weekday,evening,3.5,80.3,2.19,4.14,0.0,208,2026-07-02 18:20:24.428456
03C 125 e a,weekday,pm_peak,2.5,70.9,3.01,2.83,0.0,79,2026-07-02 18:20:24.428456
MAL-COBH-O,weekday,pm_peak,,100.0,0.0,0.0,0.0,12,2026-07-02 18:20:24.428456
BRAY-HOWTH-O,weekday,evening,4.5,98.4,0.48,1.34,0.0,763,2026-07-02 18:20:24.428456
DUB-CORK-I,saturday,pm_peak,3.5,83.8,2.1,4.0,0.0,68,2026-07-02 18:20:24.428456
DUB-MAYNOOTH-I,weekday,pm_peak,4.5,96.5,1.63,1.71,0.0,318,2026-07-02 18:20:24.428456
DUB-PORTLAOIS-O,saturday,evening,4.5,100.0,0.98,0.8,0.0,40,2026-07-02 18:20:24.428456
LIMERICK-WAT-I,saturday,pm_peak,,100.0,-1.57,1.53,0.0,23,2026-07-02 18:20:24.428456
1 39 c a,weekday,evening,4.5,97.2,0.39,2.57,0.0,1855,2026-07-02 18:20:24.428456
1 53 c a,weekday,evening,4.5,100.0,0.22,0.55,0.0,177,2026-07-02 18:20:24.428456
1 69 c a,weekday,pm_peak,1.0,15.2,10.29,3.96,0.0,79,2026-07-02 18:20:24.428456
1 7D c a,weekday,pm_peak,1.0,0.0,14.82,3.02,0.0,69,2026-07-02 18:20:24.428456
1 1 e a,weekday,pm_peak,3.5,85.1,1.72,3.36,0.0,686,2026-07-02 18:20:24.428456
1 G1,weekday,evening,4.5,97.0,0.41,2.32,0.0,2238,2026-07-02 18:20:24.428456
1 130 c a,weekday,pm_peak,3.5,88.3,1.6,3.03,0.0,589,2026-07-02 18:20:24.428456
1 H2 c a,weekday,evening,4.5,95.4,0.4,1.7,0.0,916,2026-07-02 18:20:24.428456
1 L14 a,weekday,pm_peak,2.5,65.2,3.67,4.47,0.0,333,2026-07-02 18:20:24.428456
1 L53 c,weekday,evening,4.5,100.0,0.11,0.5,0.0,412,2026-07-02 18:20:24.428456
1 S2,weekday,pm_peak,2.5,60.7,4.09,3.5,0.0,382,2026-07-02 18:20:24.428456
1 X27 d,weekday,pm_peak,2.0,60.4,-1.95,13.15,0.0,202,2026-07-02 18:20:24.428456
1 X31 c,weekday,pm_peak,4.5,100.0,-0.01,0.01,0.0,104,2026-07-02 18:20:24.428456
1 15 c a,weekday,evening,4.5,97.1,0.39,2.17,0.0,3391,2026-07-02 18:20:24.428456
1 15B c a,weekday,pm_peak,2.0,74.0,3.53,5.76,0.0,841,2026-07-02 18:20:24.428456
1 11 c a,weekday,pm_peak,1.0,46.5,6.87,6.01,0.0,648,2026-07-02 18:20:24.428456
1 11 c a,weekday,evening,4.5,95.8,0.47,2.28,0.0,1437,2026-07-02 18:20:24.428456
1 33D c a,weekday,pm_peak,,0.0,30.32,0.72,0.0,24,2026-07-02 18:20:24.428456
1 33X c a,weekday,pm_peak,1.0,11.6,17.29,5.66,0.0,95,2026-07-02 18:20:24.428456
1 38 c a,weekday,pm_peak,1.0,42.1,7.41,6.63,0.0,309,2026-07-02 18:20:24.428456
1 38A c a,weekday,evening,4.5,96.0,0.45,2.1,0.0,1143,2026-07-02 18:20:24.428456
2 131 a,weekday,pm_peak,2.5,70.3,2.57,3.8,0.0,259,2026-07-02 18:20:24.428456
2 133 e,weekday,pm_peak,1.0,41.8,7.2,5.32,0.0,464,2026-07-02 18:20:24.428456
2 167 c a,weekday,evening,3.5,87.2,3.32,2.14,0.0,47,2026-07-02 18:20:24.428456
2 168 c a,weekday,pm_peak,1.5,53.7,2.97,4.01,0.0,147,2026-07-02 18:20:24.428456
2 182 c a,weekday,evening,1.0,0.0,38.4,8.13,0.0,33,2026-07-02 18:20:24.428456
2 205 c a,weekday,evening,2.0,71.0,4.79,7.66,0.0,145,2026-07-02 18:20:24.428456
2 101X c a,weekday,evening,,0.0,15.62,1.38,0.0,16,2026-07-02 18:20:24.428456
2 208 c a,weekday,pm_peak,1.0,9.4,31.11,21.41,0.0,1442,2026-07-02 18:20:24.428456
2 214 c a,weekday,evening,1.0,58.5,7.62,10.75,0.0,311,2026-07-02 18:20:24.428456
2 22 d,weekday,evening,1.0,0.0,16.73,3.43,0.0,72,2026-07-02 18:20:24.428456
2 225 c a,weekday,evening,1.5,51.1,3.75,3.78,0.0,92,2026-07-02 18:20:24.428456
2 261 c a,weekday,evening,,0.0,16.06,4.39,0.0,20,2026-07-02 18:20:24.428456
2 301 c a,weekday,pm_peak,3.5,77.8,3.02,2.85,0.0,351,2026-07-02 18:20:24.428456
2 105X c a,weekday,pm_peak,4.5,100.0,-2.1,0.58,0.0,48,2026-07-02 18:20:24.428456
2 107 c b,weekday,pm_peak,,100.0,0.29,0.43,0.0,23,2026-07-02 18:20:24.428456
2 304 c b,weekday,evening,4.5,99.0,0.66,1.5,0.0,310,2026-07-02 18:20:24.428456
2 109 d,weekday,evening,1.0,50.5,12.1,15.82,0.0,281,2026-07-02 18:20:24.428456
2 31 a,weekday,pm_peak,1.0,58.8,6.5,5.1,0.0,80,2026-07-02 18:20:24.428456
2 310,weekday,evening,4.5,100.0,0.42,1.14,0.0,162,2026-07-02 18:20:24.428456
2 404 c a,weekday,pm_peak,1.0,31.0,7.48,5.19,0.0,410,2026-07-02 18:20:24.428456
2 420 c a,weekday,evening,,100.0,0.55,0.99,0.0,14,2026-07-02 18:20:24.428456
2 425 c a,weekday,pm_peak,4.5,100.0,0.66,1.31,0.0,45,2026-07-02 18:20:24.428456
2 72 c a,weekday,evening,2.5,66.2,4.31,2.25,0.0,65,2026-07-02 18:20:24.428456
2 A2 c a,weekday,pm_peak,1.0,39.9,7.04,5.36,0.0,318,2026-07-02 18:20:24.428456
2 111A c a,weekday,evening,,90.5,0.24,2.5,0.0,21,2026-07-02 18:20:24.428456
2 D2 c a,weekday,evening,4.5,100.0,0.21,0.59,0.0,98,2026-07-02 18:20:24.428456
2 NV2 a,weekday,pm_peak,2.0,71.1,3.9,5.79,0.0,114,2026-07-02 18:20:24.428456
2 S1 c a,weekday,pm_peak,1.0,31.3,22.79,14.62,0.0,482,2026-07-02 18:20:24.428456
3 L51 c,weekday,evening,4.5,96.6,2.23,1.73,0.0,89,2026-07-02 18:20:24.428456
3 N6,weekday,evening,4.5,95.5,-0.1,3.24,0.0,538,2026-07-02 18:20:24.428456
3 W4 a,weekday,evening,2.5,68.7,2.61,3.14,0.0,179,2026-07-02 18:20:24.428456
3 220 d a,weekday,pm_peak,1.0,39.5,7.52,3.99,0.0,43,2026-07-02 18:20:24.428456
3 102 d a,weekday,pm_peak,1.5,49.2,5.32,4.6,0.0,65,2026-07-02 18:20:24.428456
3 33A d a,weekday,pm_peak,1.0,16.7,10.72,5.67,0.0,36,2026-07-02 18:20:24.428456
3 33B d a,weekday,evening,4.5,100.0,-1.04,2.93,0.0,72,2026-07-02 18:20:24.428456
3 73 a,weekday,evening,3.0,89.3,-1.21,6.0,0.0,524,2026-07-02 18:20:24.428456
03C 125 e a,weekday,evening,1.0,0.0,10.1,2.35,0.0,32,2026-07-02 18:20:24.428456
MAL-COBH-I,saturday,pm_peak,4.5,100.0,0.0,0.0,0.0,46,2026-07-02 18:20:24.428456
MAL-COBH-I,weekday,evening,,100.0,0.0,0.0,0.0,12,2026-07-02 18:20:24.428456
MAL-COBH-O,saturday,evening,4.5,100.0,0.0,0.0,0.0,48,2026-07-02 18:20:24.428456
DUB-CORK-O,saturday,evening,4.5,100.0,0.92,2.59,0.0,116,2026-07-02 18:20:24.428456
DUB-DRO/DUN-I,weekday,evening,4.0,100.0,-18.5,21.89,0.0,122,2026-07-02 18:20:24.428456
DUB-GALWAY-O,saturday,pm_peak,2.5,67.6,5.0,4.08,0.0,34,2026-07-02 18:20:24.428456
DUB-GALWAY-O,saturday,evening,3.0,80.2,7.06,13.5,0.0,121,2026-07-02 18:20:24.428456
DUB-LIMERICK-I,saturday,evening,,100.0,-0.29,0.73,0.0,14,2026-07-02 18:20:24.428456
DUB-LIMERICK-O,saturday,pm_peak,4.5,100.0,1.55,3.04,0.0,69,2026-07-02 18:20:24.428456
DUB-SLIGO-I,weekday,pm_peak,1.0,24.4,9.31,3.85,0.0,45,2026-07-02 18:20:24.428456
1 39A c a,weekday,evening,4.5,96.0,0.59,3.06,0.0,3694,2026-07-02 18:20:24.428456
1 40E c a,weekday,evening,4.5,100.0,0.02,0.17,0.0,545,2026-07-02 18:20:24.428456
1 44B c a,weekday,pm_peak,,100.0,0.92,0.26,0.0,22,2026-07-02 18:20:24.428456
1 65B c a,weekday,pm_peak,1.0,22.8,8.24,3.96,0.0,101,2026-07-02 18:20:24.428456
1 69 c a,weekday,evening,4.5,97.3,0.53,2.2,0.0,586,2026-07-02 18:20:24.428456
1 7 c a,weekday,evening,4.5,98.0,0.39,2.92,0.0,837,2026-07-02 18:20:24.428456
1 7A c a,weekday,pm_peak,4.5,100.0,0.17,1.52,0.0,281,2026-07-02 18:20:24.428456
1 H2 c a,weekday,pm_peak,3.5,80.6,4.36,3.33,0.0,180,2026-07-02 18:20:24.428456
1 L14 a,weekday,evening,4.5,99.8,0.02,0.46,0.0,886,2026-07-02 18:20:24.428456
1 N4,weekday,pm_peak,2.0,61.4,4.37,5.98,0.0,677,2026-07-02 18:20:24.428456
1 N4,weekday,evening,4.5,97.8,0.42,2.91,0.0,3090,2026-07-02 18:20:24.428456
1 S2,weekday,evening,4.5,98.6,0.18,1.01,0.0,1768,2026-07-02 18:20:24.428456
1 142 e a,weekday,evening,,0.0,10.18,0.71,0.0,12,2026-07-02 18:20:24.428456
1 19 a,weekday,evening,4.5,99.9,-0.02,0.55,0.0,1148,2026-07-02 18:20:24.428456
1 23 a,weekday,evening,4.5,93.0,1.02,4.05,0.0,631,2026-07-02 18:20:24.428456
1 27 c a,weekday,pm_peak,1.0,41.5,8.7,8.88,0.0,964,2026-07-02 18:20:24.428456
1 27B c a,weekday,evening,4.5,97.7,0.4,2.54,0.0,1332,2026-07-02 18:20:24.428456
1 38 c a,weekday,evening,4.5,95.3,0.52,2.34,0.0,908,2026-07-02 18:20:24.428456
1 38D c a,weekday,pm_peak,,100.0,2.18,0.0,0.0,11,2026-07-02 18:20:24.428456
2 131 a,weekday,evening,4.5,100.0,0.18,0.53,0.0,98,2026-07-02 18:20:24.428456
2 167 c a,weekday,pm_peak,1.5,59.3,3.89,2.72,0.0,135,2026-07-02 18:20:24.428456
2 190 c a,weekday,pm_peak,1.0,31.5,5.98,3.27,0.0,181,2026-07-02 18:20:24.428456
2 190 c a,weekday,evening,1.0,37.8,5.94,4.4,0.0,135,2026-07-02 18:20:24.428456
2 202 c b,weekday,pm_peak,3.0,88.0,-5.49,17.84,0.0,585,2026-07-02 18:20:24.428456
2 215 c d,weekday,evening,1.0,36.6,9.99,10.54,0.0,213,2026-07-02 18:20:24.428456
2 103X c a,weekday,evening,1.0,36.1,4.76,3.25,0.0,36,2026-07-02 18:20:24.428456
2 220X c d,weekday,evening,3.5,77.4,3.1,2.81,0.0,164,2026-07-02 18:20:24.428456
2 225L c a,weekday,pm_peak,4.5,100.0,-2.04,2.31,0.0,92,2026-07-02 18:20:24.428456
2 236 c c,weekday,evening,,0.0,10.52,0.58,0.0,26,2026-07-02 18:20:24.428456
2 270 c b,weekday,pm_peak,2.5,66.7,4.8,2.56,0.0,171,2026-07-02 18:20:24.428456
2 303 d b,weekday,pm_peak,3.5,87.9,2.13,4.43,0.0,570,2026-07-02 18:20:24.428456
2 109 d,weekday,pm_peak,1.0,32.3,13.2,11.97,0.0,526,2026-07-02 18:20:24.428456
2 304A c b,weekday,pm_peak,3.5,86.1,0.66,3.02,0.0,498,2026-07-02 18:20:24.428456
2 31 a,weekday,evening,4.5,93.9,0.93,1.58,0.0,49,2026-07-02 18:20:24.428456
2 328 d,weekday,evening,,82.1,2.35,4.11,0.0,28,2026-07-02 18:20:24.428456
2 343 c b,weekday,pm_peak,4.5,93.7,-0.52,2.94,0.0,351,2026-07-02 18:20:24.428456
2 350 c c,weekday,pm_peak,1.0,16.2,15.98,8.91,0.0,136,2026-07-02 18:20:24.428456
2 360 c a,weekday,pm_peak,1.0,57.3,8.54,10.32,0.0,274,2026-07-02 18:20:24.428456
2 370 c a,weekday,pm_peak,3.0,75.0,12.24,15.86,0.0,44,2026-07-02 18:20:24.428456
2 109X d,weekday,evening,4.5,97.0,0.99,2.35,0.0,167,2026-07-02 18:20:24.428456
2 419 c a,weekday,evening,4.0,97.9,1.11,14.69,0.0,47,2026-07-02 18:20:24.428456
2 423 c a,weekday,evening,,100.0,-0.28,0.8,0.0,12,2026-07-02 18:20:24.428456
2 424 c a,weekday,evening,4.5,100.0,-0.16,2.59,0.0,83,2026-07-02 18:20:24.428456
2 440 c a,weekday,pm_peak,4.5,100.0,-1.73,1.45,0.0,113,2026-07-02 18:20:24.428456
2 458 c a,weekday,evening,2.5,62.0,3.82,4.22,0.0,79,2026-07-02 18:20:24.428456
2 111 d,weekday,evening,3.5,79.4,3.09,4.43,0.0,131,2026-07-02 18:20:24.428456
2 65 d,weekday,evening,,100.0,-3.59,1.41,0.0,12,2026-07-02 18:20:24.428456
2 B1 c a,weekday,pm_peak,4.5,100.0,1.19,1.42,0.0,203,2026-07-02 18:20:24.428456
2 B1 c a,weekday,evening,4.5,100.0,-0.13,0.57,0.0,103,2026-07-02 18:20:24.428456
2 D1 c a,weekday,pm_peak,2.0,70.8,3.47,6.97,0.0,113,2026-07-02 18:20:24.428456
2 D1 c a,weekday,evening,4.5,100.0,-0.09,0.38,0.0,95,2026-07-02 18:20:24.428456
2 D4 c a,weekday,pm_peak,4.0,98.2,3.16,14.94,0.0,164,2026-07-02 18:20:24.428456
2 D5 c a,weekday,evening,1.0,51.6,55.16,57.74,0.0,91,2026-07-02 18:20:24.428456
10000 RED g a,sunday,pm_peak,,100.0,-22.18,18.23,0.0,8,2026-07-02 18:20:24.428456
3 L1 a,weekday,evening,4.5,91.3,1.84,2.6,0.0,184,2026-07-02 18:20:24.428456
3 L15 a,weekday,pm_peak,,100.0,0.31,1.22,0.0,12,2026-07-02 18:20:24.428456
3 L3 a,weekday,evening,4.5,100.0,0.24,2.23,0.0,103,2026-07-02 18:20:24.428456
3 N2 a,weekday,pm_peak,3.5,82.6,1.35,3.85,0.0,86,2026-07-02 18:20:24.428456
3 197,weekday,pm_peak,2.5,68.2,5.73,4.16,0.0,44,2026-07-02 18:20:24.428456
3 197,weekday,evening,1.0,59.5,5.6,5.29,0.0,84,2026-07-02 18:20:24.428456
3 W4 a,weekday,pm_peak,1.0,32.8,5.78,3.63,0.0,61,2026-07-02 18:20:24.428456
3 238 d a,weekday,pm_peak,,95.7,2.88,1.47,0.0,23,2026-07-02 18:20:24.428456
WFRD W4 c b,weekday,pm_peak,4.0,91.8,-5.48,11.89,0.0,267,2026-07-02 18:20:24.428456
03C 130 e a,weekday,pm_peak,1.5,44.4,5.79,3.63,0.0,124,2026-07-02 18:20:24.428456
DUB-CORK-I,saturday,evening,3.5,88.9,2.11,3.76,0.0,108,2026-07-02 18:20:24.428456
DUB-EUROPORT-O,weekday,evening,2.5,70.0,3.7,3.2,0.0,40,2026-07-02 18:20:24.428456
DUB-WATERFORD-I,saturday,evening,4.5,100.0,0.0,0.0,0.0,72,2026-07-02 18:20:24.428456
DUB-WESTPORT-I,saturday,pm_peak,4.5,100.0,0.0,0.0,0.0,46,2026-07-02 18:20:24.428456
GALWAY-LIM-O,saturday,evening,4.5,100.0,0.0,0.0,0.0,106,2026-07-02 18:20:24.428456
LIM-BALLYBROP-I,saturday,evening,,100.0,0.0,0.0,0.0,12,2026-07-02 18:20:24.428456
1 40E c a,weekday,pm_peak,4.5,100.0,-0.99,2.56,0.0,112,2026-07-02 18:20:24.428456
1 41 c a,weekday,evening,4.5,98.0,0.27,1.79,0.0,1328,2026-07-02 18:20:24.428456
1 41X c a,weekday,pm_peak,1.0,19.6,8.44,5.58,0.0,56,2026-07-02 18:20:24.428456
1 41X c a,weekday,evening,,0.0,17.95,1.11,0.0,29,2026-07-02 18:20:24.428456
1 43 c a,weekday,evening,4.5,98.9,0.1,0.8,0.0,663,2026-07-02 18:20:24.428456
1 47 c a,weekday,pm_peak,4.5,100.0,0.4,1.81,0.0,102,2026-07-02 18:20:24.428456
1 52 b,weekday,evening,4.5,100.0,-0.01,0.05,0.0,339,2026-07-02 18:20:24.428456
1 6 c a,weekday,pm_peak,2.0,71.6,4.91,7.99,0.0,331,2026-07-02 18:20:24.428456
1 65 e,weekday,pm_peak,2.5,74.2,4.49,4.15,0.0,194,2026-07-02 18:20:24.428456
1 65 e,weekday,evening,4.5,97.8,0.22,1.06,0.0,506,2026-07-02 18:20:24.428456
1 65B c a,weekday,evening,4.5,100.0,0.02,0.21,0.0,802,2026-07-02 18:20:24.428456
1 77A c a,weekday,evening,4.5,94.3,0.79,3.06,0.0,1466,2026-07-02 18:20:24.428456
1 80 a,weekday,pm_peak,1.0,47.0,6.43,6.21,0.0,641,2026-07-02 18:20:24.428456
1 C1 c,weekday,evening,4.0,94.3,1.33,6.24,0.0,1504,2026-07-02 18:20:24.428456
1 C2 c,weekday,pm_peak,1.0,29.5,8.17,6.17,0.0,244,2026-07-02 18:20:24.428456
1 G1,weekday,pm_peak,2.5,69.6,3.74,4.81,0.0,865,2026-07-02 18:20:24.428456
1 G2 a,weekday,evening,4.5,97.1,0.29,1.64,0.0,2137,2026-07-02 18:20:24.428456
1 130 c a,weekday,evening,4.5,100.0,0.1,0.44,0.0,1192,2026-07-02 18:20:24.428456
1 H3 c a,weekday,evening,4.5,100.0,-0.03,0.25,0.0,959,2026-07-02 18:20:24.428456
1 L12 a,weekday,pm_peak,3.5,87.2,1.36,2.84,0.0,172,2026-07-02 18:20:24.428456
1 L59 b,weekday,pm_peak,2.0,65.5,3.99,5.59,0.0,171,2026-07-02 18:20:24.428456
1 P29 c,weekday,evening,,0.0,15.64,0.64,0.0,9,2026-07-02 18:20:24.428456
1 X27 d,weekday,evening,,0.0,13.21,0.84,0.0,13,2026-07-02 18:20:24.428456
1 X32 c,weekday,pm_peak,4.5,100.0,-6.88,0.21,0.0,33,2026-07-02 18:20:24.428456
1 14 c a,weekday,pm_peak,2.0,67.8,4.65,5.82,0.0,933,2026-07-02 18:20:24.428456
1 14 c a,weekday,evening,4.5,96.8,0.4,2.25,0.0,2930,2026-07-02 18:20:24.428456
1 15A c a,weekday,pm_peak,2.5,68.9,3.81,3.09,0.0,383,2026-07-02 18:20:24.428456
1 15A c a,weekday,evening,4.5,97.4,0.27,1.31,0.0,997,2026-07-02 18:20:24.428456
1 16 c a,weekday,pm_peak,2.0,67.2,4.93,6.22,0.0,851,2026-07-02 18:20:24.428456
1 27A c a,weekday,pm_peak,4.5,93.1,1.98,1.74,0.0,160,2026-07-02 18:20:24.428456
2 168 c a,weekday,evening,,96.3,0.29,1.68,0.0,27,2026-07-02 18:20:24.428456
2 174 c a,weekday,pm_peak,4.5,100.0,1.93,1.58,0.0,112,2026-07-02 18:20:24.428456
2 201 c a,weekday,evening,,60.0,5.94,2.18,0.0,10,2026-07-02 18:20:24.428456
2 202A c a,weekday,pm_peak,2.0,65.1,3.53,23.94,0.0,756,2026-07-02 18:20:24.428456
2 203 c b,weekday,evening,1.0,36.3,17.83,17.95,0.0,256,2026-07-02 18:20:24.428456
2 206 c a,weekday,evening,1.0,20.2,34.01,43.09,0.0,119,2026-07-02 18:20:24.428456
2 216 d,weekday,evening,3.0,76.0,-5.37,61.24,0.0,296,2026-07-02 18:20:24.428456
2 223 c b,weekday,evening,1.0,0.0,47.26,18.38,0.0,88,2026-07-02 18:20:24.428456
2 226 c a,weekday,pm_peak,1.0,57.9,8.64,11.71,0.0,159,2026-07-02 18:20:24.428456
2 245X d,weekday,evening,,52.2,-10.32,27.63,0.0,23,2026-07-02 18:20:24.428456
2 303 d b,weekday,evening,3.5,87.7,0.76,3.31,0.0,284,2026-07-02 18:20:24.428456
2 329 c c,weekday,pm_peak,2.5,60.0,4.74,2.15,0.0,85,2026-07-02 18:20:24.428456
2 329 c c,weekday,evening,,54.5,7.42,8.57,0.0,22,2026-07-02 18:20:24.428456
2 333 g,weekday,evening,,50.0,4.89,5.0,0.0,24,2026-07-02 18:20:24.428456
2 354 a,weekday,pm_peak,3.5,86.0,2.8,1.84,0.0,157,2026-07-02 18:20:24.428456
2 354 a,weekday,evening,4.5,100.0,1.07,1.79,0.0,43,2026-07-02 18:20:24.428456
2 401 c a,weekday,pm_peak,3.5,79.6,3.04,4.7,0.0,712,2026-07-02 18:20:24.428456
2 109X d,weekday,pm_peak,3.0,78.9,0.02,6.52,0.0,379,2026-07-02 18:20:24.428456
2 421 c a,weekday,pm_peak,4.5,100.0,0.45,0.67,0.0,34,2026-07-02 18:20:24.428456
2 421 c a,weekday,evening,4.5,100.0,0.34,0.73,0.0,40,2026-07-02 18:20:24.428456
2 422 c a,weekday,evening,,80.0,2.63,3.54,0.0,20,2026-07-02 18:20:24.428456
2 466 c a,weekday,pm_peak,4.5,100.0,2.39,1.33,0.0,90,2026-07-02 18:20:24.428456
2 490 c a,weekday,pm_peak,2.5,62.6,4.4,2.36,0.0,91,2026-07-02 18:20:24.428456
2 494 d,weekday,evening,,59.3,17.63,21.81,0.0,27,2026-07-02 18:20:24.428456
2 64 d a,weekday,pm_peak,1.0,0.0,41.03,12.01,0.0,135,2026-07-02 18:20:24.428456
2 73 c a,weekday,pm_peak,4.5,100.0,1.21,1.75,0.0,34,2026-07-02 18:20:24.428456
2 CW1 a,weekday,pm_peak,3.5,86.7,3.76,0.93,0.0,90,2026-07-02 18:20:24.428456
2 111X c a,weekday,pm_peak,,25.0,7.28,1.53,0.0,20,2026-07-02 18:20:24.428456
2 S1 c a,weekday,evening,2.0,60.0,18.55,23.45,0.0,80,2026-07-02 18:20:24.428456
2 S2 c a,weekday,pm_peak,1.0,57.4,6.6,6.71,0.0,373,2026-07-02 18:20:24.428456
10000 GREEN g a,weekday,evening,4.0,90.3,-14.55,20.56,0.0,2145,2026-07-02 18:20:24.428456
10000 RED g a,sunday,evening,3.0,89.5,-13.62,17.63,0.0,1040,2026-07-02 18:20:24.428456
3 104 d a,weekday,evening,1.0,14.8,29.06,19.1,0.0,270,2026-07-02 18:20:24.428456
3 L52 b a,weekday,pm_peak,,0.0,10.51,3.1,0.0,21,2026-07-02 18:20:24.428456
3 L55 a,weekday,evening,4.5,100.0,-0.48,1.21,0.0,50,2026-07-02 18:20:24.428456
3 114 d a,weekday,evening,2.5,71.3,2.91,2.57,0.0,94,2026-07-02 18:20:24.428456
3 S6 a,weekday,pm_peak,3.0,85.5,-1.52,5.95,0.0,124,2026-07-02 18:20:24.428456
3 W6 a,weekday,pm_peak,1.0,28.4,8.36,5.58,0.0,81,2026-07-02 18:20:24.428456
3 45A d a,weekday,evening,4.5,92.8,1.49,2.49,0.0,291,2026-07-02 18:20:24.428456
WFRD W4 c b,weekday,evening,4.5,98.6,0.09,2.87,0.0,276,2026-07-02 18:20:24.428456
WFRD W3 c c,weekday,pm_peak,4.5,100.0,1.6,1.07,0.0,110,2026-07-02 18:20:24.428456
03C 126 e a,weekday,pm_peak,1.5,47.1,6.13,4.98,0.0,904,2026-07-02 18:20:24.428456
03C 126X e a,weekday,pm_peak,4.5,100.0,1.28,2.86,0.0,67,2026-07-02 18:20:24.428456
03C 126X e a,weekday,evening,1.0,26.3,13.66,7.57,0.0,38,2026-07-02 18:20:24.428456
BRAY-HOWTH-I,weekday,pm_peak,2.5,63.7,4.58,3.16,0.0,1234,2026-07-02 18:20:24.428456
BRAY-HOWTH-I,weekday,evening,4.5,97.5,2.46,1.87,0.0,902,2026-07-02 18:20:24.428456
BRAY-HOWTH-O,weekday,pm_peak,3.5,88.3,1.88,2.37,0.0,1297,2026-07-02 18:20:24.428456
DUB-BFT-O,weekday,evening,1.0,54.3,6.03,5.99,0.0,105,2026-07-02 18:20:24.428456
DUB-PORTLAOIS-I,saturday,pm_peak,4.5,100.0,2.28,2.18,0.0,89,2026-07-02 18:20:24.428456
DUB-SLIGO-O,weekday,evening,1.0,33.3,4.5,3.25,0.0,36,2026-07-02 18:20:24.428456
DUB-WESTPORT-O,saturday,pm_peak,4.5,100.0,-0.63,0.94,0.0,35,2026-07-02 18:20:24.428456
DUB-WESTPORT-O,saturday,evening,4.5,100.0,-0.44,0.74,0.0,41,2026-07-02 18:20:24.428456
1 120 c a,weekday,pm_peak,2.5,73.3,2.89,4.01,0.0,251,2026-07-02 18:20:24.428456
1 39X c a,weekday,pm_peak,4.5,100.0,-11.38,1.57,0.0,45,2026-07-02 18:20:24.428456
1 41 c a,weekday,pm_peak,2.0,64.6,4.34,5.24,0.0,689,2026-07-02 18:20:24.428456
1 122 c a,weekday,evening,4.5,97.3,0.36,1.95,0.0,1314,2026-07-02 18:20:24.428456
1 60,weekday,evening,4.5,96.4,0.51,2.77,0.0,477,2026-07-02 18:20:24.428456
1 69X c a,weekday,pm_peak,,100.0,-6.4,0.63,0.0,22,2026-07-02 18:20:24.428456
1 80 a,weekday,evening,4.5,97.7,0.27,1.23,0.0,1036,2026-07-02 18:20:24.428456
1 1 e a,weekday,evening,4.5,98.9,0.14,0.99,0.0,1100,2026-07-02 18:20:24.428456
1 L12 a,weekday,evening,4.5,100.0,0.12,0.52,0.0,253,2026-07-02 18:20:24.428456
1 X1 a,weekday,evening,1.5,41.0,6.1,3.5,0.0,39,2026-07-02 18:20:24.428456
1 X30 d,weekday,pm_peak,,95.7,3.72,1.64,0.0,23,2026-07-02 18:20:24.428456
1 150 c a,weekday,pm_peak,3.5,75.3,2.26,3.02,0.0,405,2026-07-02 18:20:24.428456
1 19 a,weekday,pm_peak,2.5,68.2,3.1,4.61,0.0,576,2026-07-02 18:20:24.428456
2 160 d,weekday,pm_peak,3.5,87.5,1.71,1.93,0.0,88,2026-07-02 18:20:24.428456
2 173 d,weekday,evening,4.5,100.0,0.22,1.72,0.0,83,2026-07-02 18:20:24.428456
2 101 d a,weekday,evening,1.0,52.0,10.93,16.77,0.0,296,2026-07-02 18:20:24.428456
2 174A c a,weekday,pm_peak,4.5,91.2,2.42,1.92,0.0,136,2026-07-02 18:20:24.428456
2 175 d a,weekday,pm_peak,1.0,37.4,17.19,31.47,0.0,91,2026-07-02 18:20:24.428456
2 207 c a,weekday,pm_peak,1.0,21.0,21.17,17.43,0.0,367,2026-07-02 18:20:24.428456
